나이,성별,연소득,근속연수,주거형태,신용점수,기존대출건수,연간카드사용액,부채비율,대출신청액,대출목적,상환방식,대출기간,승인여부
25,여,2200,0,월세,587,4,1150,34.5,4700,주택구입,원리금균등,36,0
29,여,2900,2,월세,633,4,690,31.9,2700,주택구입,원금균등,36,1
48,남,6800,5,자가,491,1,3230,27.8,1700,생활비,원리금균등,48,1
32,남,2700,8,전세,624,0,1030,17.8,3600,전세자금,원리금균등,36,1
28,남,4800,2,전세,402,1,1990,48.5,3000,사업자금,만기일시,24,0
42,남,2700,11,자가,574,1,1250,25.1,2200,주택구입,원금균등,48,1
48,남,7900,20,전세,767,2,1790,38.7,2000,자동차,만기일시,48,1
44,남,4000,10,자가,545,0,1460,30.3,1700,자동차,만기일시,48,1
46,남,4300,19,전세,517,1,800,72.9,4300,생활비,만기일시,24,0
31,남,1800,5,전세,554,0,1320,37.8,1600,전세자금,만기일시,24,0
25,남,2400,1,전세,480,1,530,23.0,2000,교육비,원리금균등,24,0
51,여,3400,10,월세,634,0,1030,26.9,3100,전세자금,만기일시,36,1
35,남,3000,1,전세,464,1,2050,37.3,6200,주택구입,원리금균등,24,0
35,남,3500,4,전세,493,1,1530,37.3,3200,주택구입,원리금균등,36,0
49,여,6000,5,월세,423,1,1380,29.4,4000,주택구입,원리금균등,24,1
43,여,4200,13,월세,620,0,1590,38.0,3100,생활비,원리금균등,24,1
42,여,4200,4,자가,549,2,920,46.4,4700,자동차,원금균등,48,1
57,여,3700,14,자가,511,1,990,70.6,7900,생활비,원리금균등,60,0
32,여,2300,5,자가,563,0,410,32.4,2400,주택구입,원리금균등,12,1
46,남,8000,4,자가,682,0,3300,16.3,3000,생활비,원리금균등,36,1
38,남,3100,6,월세,543,1,1960,25.6,3200,자동차,원리금균등,12,0
40,남,6700,4,전세,608,1,3360,41.7,3900,생활비,원금균등,12,1
51,여,4300,13,자가,629,1,2200,30.9,3200,주택구입,원리금균등,48,1
42,여,3900,2,월세,452,2,1050,59.9,2200,사업자금,원리금균등,48,0
42,남,5900,16,전세,803,1,2100,51.4,2900,전세자금,원리금균등,48,1
47,여,6300,11,자가,580,1,4140,67.2,10100,주택구입,원리금균등,36,1
34,남,3400,9,월세,631,0,680,9.3,3500,주택구입,원금균등,60,1
30,남,2800,4,월세,609,2,1860,56.5,1100,자동차,원리금균등,24,1
28,남,2900,1,월세,522,0,1270,20.2,2400,의료비,원리금균등,24,0
23,여,2400,0,월세,572,1,1560,10.6,3000,주택구입,원리금균등,24,0
56,남,7200,22,전세,701,2,2450,49.1,2700,생활비,원리금균등,48,1
28,여,2600,3,전세,427,0,910,29.7,2800,생활비,만기일시,24,0
36,남,4500,5,전세,543,2,2700,42.8,3400,자동차,원리금균등,24,1
35,남,6000,2,월세,520,1,3720,26.3,3800,사업자금,원금균등,36,0
40,여,4100,10,자가,554,1,1170,57.6,3400,자동차,원금균등,12,1
45,여,4500,12,전세,500,3,3300,79.8,4800,사업자금,원리금균등,12,0
45,여,2600,7,전세,651,1,520,27.2,1400,교육비,만기일시,24,1
32,남,1500,1,자가,648,2,280,54.1,2600,교육비,원금균등,12,0
36,여,3700,7,월세,650,0,1870,16.4,3700,자동차,원금균등,48,1
40,남,4000,3,자가,656,1,2330,12.8,3400,전세자금,원리금균등,36,1
35,여,2800,3,전세,515,0,2030,11.1,2100,주택구입,원금균등,24,1
52,남,5600,17,자가,590,1,2200,16.5,2200,전세자금,원리금균등,24,1
42,남,4200,3,월세,494,1,690,49.9,1900,전세자금,원리금균등,48,1
44,남,6200,2,자가,623,1,3170,44.8,4800,사업자금,원금균등,36,1
43,남,4500,1,자가,568,3,1450,38.5,1100,생활비,만기일시,48,1
48,여,3500,13,자가,593,3,1430,71.5,1500,사업자금,원리금균등,36,1
39,여,4800,9,월세,696,2,2120,35.7,3600,전세자금,원금균등,24,1
26,남,2600,1,월세,563,2,490,42.1,3900,사업자금,원금균등,60,0
41,여,4400,11,전세,531,1,1940,44.9,1300,주택구입,원리금균등,36,1
32,남,2900,3,전세,489,2,1170,34.1,4100,전세자금,원리금균등,24,0
33,여,2500,3,전세,594,1,1440,49.6,3200,주택구입,원리금균등,36,0
43,여,4100,6,자가,654,2,2200,46.8,3800,교육비,원금균등,36,1
49,여,4500,2,전세,599,3,1170,44.6,3100,전세자금,원금균등,24,0
38,남,4500,4,자가,716,2,1230,19.3,3700,주택구입,원리금균등,60,1
40,여,3400,1,월세,669,1,1020,41.3,3700,생활비,원금균등,60,1
53,남,3000,7,전세,600,1,770,28.4,3700,사업자금,원금균등,24,1
40,여,3200,10,자가,514,0,1740,34.7,3300,주택구입,원금균등,36,1
61,남,7600,2,자가,481,0,5670,48.0,2800,의료비,원리금균등,48,0
43,여,3600,5,전세,530,1,1940,27.6,2800,전세자금,원리금균등,24,1
23,남,2400,0,전세,584,1,1230,25.8,3300,주택구입,만기일시,36,0
44,남,6000,10,자가,756,2,2370,46.6,4500,사업자금,원리금균등,48,1
41,여,3000,3,자가,578,3,1010,54.1,8000,주택구입,원리금균등,48,0
49,남,3100,14,전세,694,0,2150,24.8,3900,자동차,원금균등,48,1
44,남,4200,4,전세,542,2,3070,59.4,3600,주택구입,원리금균등,48,0
36,남,3200,8,전세,621,1,1430,34.8,5500,의료비,만기일시,60,0
26,남,2100,2,자가,596,2,680,30.6,3600,사업자금,원리금균등,36,1
36,여,3100,5,전세,397,1,1890,19.4,1700,교육비,원리금균등,60,1
30,남,3700,2,월세,513,1,840,43.6,2000,생활비,원리금균등,12,1
32,여,3000,1,자가,610,3,1820,54.3,7400,주택구입,원리금균등,24,0
43,여,4300,7,자가,599,0,2750,47.2,2000,자동차,원리금균등,12,1
53,남,9100,18,월세,585,0,2040,25.5,3900,사업자금,원금균등,48,1
41,여,3400,3,월세,354,2,2500,42.2,1800,생활비,원리금균등,24,0
27,남,3200,3,월세,517,0,2370,16.4,5700,주택구입,만기일시,48,0
42,남,3600,12,월세,590,0,2560,28.3,2300,주택구입,원리금균등,36,1
48,남,3700,5,자가,491,0,1650,52.8,3100,사업자금,원리금균등,12,1
32,남,2800,4,자가,559,2,830,21.4,2600,주택구입,원리금균등,48,1
36,여,2900,10,전세,619,1,1440,42.7,3800,주택구입,원금균등,60,1
38,여,3900,4,전세,612,0,1560,31.6,3200,주택구입,원리금균등,48,1
30,여,5700,4,월세,388,2,1550,29.7,4700,전세자금,원리금균등,12,0
43,여,3200,3,전세,441,0,1290,24.6,4100,생활비,만기일시,60,0
36,여,2900,5,월세,529,0,1590,13.9,3400,의료비,원리금균등,48,1
41,여,3700,4,자가,602,0,710,15.1,4100,생활비,원리금균등,36,1
30,남,3600,3,월세,590,0,1260,19.9,4200,교육비,원리금균등,36,0
34,남,3800,7,월세,610,0,610,47.7,2400,전세자금,원금균등,36,1
44,여,6000,8,자가,569,1,3590,24.7,2300,주택구입,원리금균등,60,1
34,남,1700,4,월세,510,0,900,47.1,6500,주택구입,원금균등,24,0
53,여,2300,6,자가,494,3,430,33.3,4200,사업자금,원금균등,24,0
34,여,2700,8,자가,628,1,1960,56.6,3600,사업자금,원금균등,60,0
40,남,5700,14,전세,553,1,930,17.0,2000,전세자금,원리금균등,12,1
46,남,2900,11,전세,652,0,1460,41.4,1200,생활비,만기일시,60,1
25,남,1500,2,자가,541,3,920,33.8,2500,교육비,원리금균등,36,0
23,여,2600,0,전세,522,1,1610,31.5,2300,의료비,원금균등,36,0
24,남,2800,0,월세,475,3,470,56.6,2500,전세자금,원리금균등,24,0
49,남,3500,3,전세,441,1,2420,14.1,4500,사업자금,원금균등,60,0
33,남,2600,2,월세,484,0,1820,14.3,6400,전세자금,원리금균등,48,0
61,남,4500,19,자가,613,1,2190,30.0,5200,주택구입,원리금균등,60,1
32,남,3500,0,자가,345,0,1530,54.7,2200,생활비,원금균등,48,0
39,남,3300,7,전세,552,0,580,34.6,3900,전세자금,원리금균등,24,1
51,남,5900,17,자가,717,1,2870,37.3,2300,자동차,원리금균등,36,1
56,남,2300,10,자가,618,1,900,43.5,1100,생활비,원금균등,36,1
56,남,4300,14,자가,573,0,2630,24.8,2800,사업자금,원금균등,36,1
48,남,3400,12,전세,597,4,1330,64.1,5600,교육비,원리금균등,60,0
47,남,4400,11,자가,554,0,2460,46.5,2500,주택구입,원리금균등,36,1
43,여,3400,6,월세,575,0,710,32.2,4500,생활비,만기일시,48,1
